,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31
GUT_0452,-0.71126,-1.06238,-1.52844,0.02637,0.29288,0.54153,0.07113,1.1246,0.97103,1.31859,-2.49177,1.26534,0.10248,0.72419,0.56472,0.139,0.30326,-0.39407,-1.71827,-0.01579,-0.70854,1.19427,0.07165,-0.09605,-0.88872,-0.33435,0.03746,-1.17091,0.86709,-0.59309,-1.54473,-2.42165
GUT_0453,-0.56199,-1.15551,-1.01414,0.16286,0.37891,1.5716,-0.09054,0.52275,1.53928,0.72566,-1.7938,1.08061,0.14574,0.19821,0.30779,0.15896,0.54252,-0.65403,-2.00523,0.16394,-0.85696,1.4611,-0.09484,0.13916,-1.32647,-0.59192,0.0846,-1.5816,0.24522,-0.04376,-0.83879,-2.65792
GUT_0454,-0.87351,-1.23163,-1.00667,0.45598,0.09988,1.72402,-0.33668,0.68226,1.75789,1.40478,-2.4938,1.24887,0.10908,0.75182,0.25941,0.20124,0.58062,-0.13905,-1.75184,-0.40652,-0.77304,0.89399,-0.41582,-0.00254,-0.80326,-0.29897,0.15866,-1.4292,0.68032,-0.31686,-1.22797,-2.6226
GUT_0455,-0.86265,-1.79343,-0.99628,0.06863,0.36201,1.37534,0.21516,1.33554,1.62992,1.02063,-2.58286,1.57732,0.47198,0.51792,0.50537,0.17905,0.45009,-0.41624,-2.44879,-0.19642,-0.49442,1.50593,-0.03599,-0.06494,-0.98328,-0.50696,-0.06147,-1.23949,0.17767,-0.23773,-1.43532,-2.40763
GUT_0456,-0.97115,-0.81472,-1.34187,0.22586,-0.09084,1.66383,-0.24039,0.60133,1.2026,1.04804,-1.83325,1.01802,0.67369,0.41817,0.40108,0.48115,0.63071,-0.24958,-2.33786,-0.10263,-1.04978,1.39318,-0.47574,0.15335,-0.81829,-0.69531,-0.20206,-1.19317,0.07912,0.19165,-0.8671,-2.52011
GUT_0457,-0.80144,-1.42837,-0.93777,0.12883,0.42769,1.65018,-0.19994,0.93371,1.21762,1.13232,-2.14436,1.51232,0.51118,0.22045,0.51077,0.64639,0.98798,-0.10641,-1.80087,0.11108,-0.7323,1.1807,-0.54552,-0.02165,-1.1685,-0.69388,0.02426,-1.72312,0.38635,-0.03434,-1.48346,-2.34079
GUT_0458,-0.14966,-0.90228,-1.14211,0.07292,0.08431,0.99371,-0.19958,1.19112,1.41679,1.15831,-2.18645,0.96017,0.39693,0.12229,0.01913,-0.06752,0.49059,-0.5557,-2.11595,-0.47385,-1.14745,0.9355,-0.34045,0.10758,-1.04292,-0.56771,0.22151,-1.27109,0.5,-0.43333,-1.2418,-2.67165
GUT_0459,-0.57867,-1.38232,-1.16251,0.2311,0.06509,1.36943,-0.15657,0.84971,1.87411,0.82516,-1.94144,1.06287,0.85737,0.56232,0.01973,0.50692,0.5122,-0.49389,-1.90679,-0.50558,-1.189,1.415,-0.0176,0.31796,-1.14358,-0.15961,0.09639,-0.95439,0.58033,0.34917,-1.43417,-2.69331
GUT_0460,-0.82078,-1.08494,-1.36101,0.21032,0.07606,1.46567,0.32615,0.98067,0.94059,0.82884,-2.55206,0.91688,0.43037,0.61614,0.56519,0.46603,0.02312,-0.28153,-2.02157,0.18518,-0.69158,1.27842,0.04778,0.03921,-0.4944,-0.93726,0.09589,-1.59903,0.37143,0.02027,-1.57454,-2.16592
GUT_0461,-0.45575,-0.94437,-0.55837,0.3682,0.41877,1.38983,0.34431,0.58167,1.24908,1.27833,-2.49534,0.86701,0.8466,0.41204,0.45278,0.27848,0.57027,-0.61923,-2.12333,0.00864,-0.32559,1.54118,-0.23978,0.32788,-1.26726,-0.58355,0.13105,-1.24491,0.0832,-0.13046,-0.99597,-2.11131
GUT_0462,-0.49011,-1.44954,-0.99284,0.30492,0.33082,1.48928,-0.15201,1.27886,1.74304,0.91744,-2.37637,1.14838,-0.23313,0.35081,0.34084,0.69426,0.2302,-0.14256,-1.96282,0.24349,-0.91845,0.83172,-0.77789,0.0557,-0.71218,-0.30174,-0.20535,-1.20277,-0.00652,-0.00621,-0.90098,-2.76259
GUT_0463,-0.84867,-0.98763,-1.07847,0.54718,0.5915,1.40973,-0.13289,0.81791,1.42363,1.11487,-2.41365,0.89513,0.40055,0.05501,0.26624,0.59783,0.61956,-0.10355,-1.79325,-0.26997,-0.72638,0.81347,-0.29188,-0.21443,-0.91048,-0.78594,-0.05111,-1.26845,0.45992,-0.00548,-1.58072,-2.22598
GUT_0464,-0.47623,-1.3875,-1.2161,0.32942,0.47853,1.16259,0.0666,1.07826,1.08396,1.42613,-1.98739,1.33571,0.30518,0.17471,0.23174,0.5665,0.42241,-0.35662,-2.01922,-0.42454,-0.76756,1.3473,-0.16332,0.48884,-0.81227,-0.60243,-0.14487,-1.38048,0.38435,0.30512,-0.71822,-2.09001
GUT_0465,-0.42669,-1.10448,-1.05591,0.47056,0.99706,1.0133,0.53172,0.95286,1.70899,1.10174,-2.9417,0.97354,0.49224,0.79135,0.5574,0.66251,0.32838,-0.65603,-1.79395,-0.22163,-0.59008,1.08619,-0.03938,-0.32972,-0.86963,-0.44511,-0.16628,-1.37093,0.39105,-0.08748,-1.4281,-2.3043
GUT_0466,-0.27772,-1.11254,-1.32403,0.75961,0.38115,1.41358,0.53527,1.4939,1.43716,1.4007,-2.1407,1.10461,0.10747,0.47506,0.25806,0.58912,0.10376,-0.28457,-2.54573,-0.08952,-0.84067,1.18828,-0.5717,0.30064,-1.1301,-0.10584,0.1183,-1.75203,0.24704,-0.02386,-0.80577,-2.09167
GUT_0467,-0.43615,-0.92714,-1.26486,0.51822,0.21289,1.25242,-0.17263,0.91873,1.42144,0.95319,-2.53433,1.34889,0.46825,0.65058,0.36865,0.08265,0.19948,-0.30778,-1.93015,-0.10314,-0.74766,0.99842,-0.25959,-0.3659,-0.54619,-0.77505,0.22374,-0.80964,0.57867,-0.27253,-1.03531,-2.46895
GUT_0468,-0.13701,-0.96658,-0.71496,0.0691,0.34934,1.5822,-0.23072,0.84145,1.17795,1.09293,-2.72025,1.53416,-0.18439,0.24751,0.68422,0.18062,0.76913,-0.50191,-1.79728,-0.1124,-0.49828,1.08578,-0.33101,0.2515,-0.61158,-0.8367,-0.04182,-0.99185,0.34872,0.11478,-1.14561,-2.15343
GUT_0469,-0.50451,-0.708,-1.39861,-0.00622,0.59363,1.50682,0.00467,1.10993,1.86339,1.06187,-2.58368,1.60677,0.3505,0.46311,0.26933,0.21146,0.19137,-0.53803,-1.71525,-0.02012,-0.8585,0.74622,-0.06305,-0.17966,-0.67788,-0.32589,0.352,-2.03187,-0.06771,-0.0654,-1.25097,-2.17459
GUT_0470,-0.72576,-1.05766,-1.79999,0.36418,0.49218,1.71158,-0.23435,0.95783,1.4557,1.09265,-2.7425,1.57222,-0.10966,0.08438,0.23322,0.26945,0.48539,-0.41529,-1.74361,-0.07447,-1.01397,1.32749,-0.07663,-0.33906,-0.64794,-0.6319,0.22392,-0.91141,0.83548,-0.03836,-1.00932,-2.69409
GUT_0471,-0.6393,-1.42606,-1.61614,0.43057,0.30167,1.67791,0.06088,1.00035,1.3887,1.77034,-2.42315,1.49279,0.44385,0.33822,0.34094,0.0996,0.91097,-0.33333,-2.18525,0.01725,-0.71187,1.1434,-0.11712,0.3817,-0.70038,-0.23514,-0.00201,-2.00389,0.20975,-0.42709,-1.45901,-2.4387
GUT_0472,-0.67072,-0.93068,-0.77542,0.29183,0.27087,1.51446,0.16023,1.3335,1.10893,1.18242,-2.38074,0.98966,0.40581,0.41695,0.4977,0.07764,0.53765,-0.08558,-1.30481,0.04221,-0.68232,1.28386,-0.56551,0.11693,-0.97791,-0.78697,-0.04232,-1.73038,-0.0514,-0.28223,-1.08583,-2.51308
GUT_0473,-0.68594,-0.7444,-0.84935,0.04225,0.64639,1.12678,-0.32754,1.18167,1.73546,1.19206,-1.7361,1.15209,0.58142,0.13468,0.16586,0.47167,0.12083,-0.69689,-1.68686,0.02716,-0.77415,1.01231,0.36099,-0.00789,-1.2419,-0.3824,0.3997,-1.34454,0.09461,-0.13338,-0.98778,-2.41443
GUT_0474,-0.31116,-0.88864,-0.81265,0.25748,0.33661,1.34548,0.03836,0.36975,1.52133,0.91933,-1.91435,1.23313,0.05323,0.89266,0.55423,0.60021,0.59614,-0.21136,-2.0484,-0.42027,-0.63787,0.78118,-0.30209,0.13489,-0.87603,-1.21004,-0.19104,-1.78439,0.23794,-0.16544,-1.10838,-2.69264
GUT_0475,-0.26555,-0.84325,-0.49585,-0.07749,0.4631,1.42871,-0.19448,1.01318,1.50924,1.21428,-2.48768,1.23476,0.28267,0.53845,0.76825,0.09989,0.43809,-0.01025,-1.51759,-0.29841,-1.02278,1.21796,-0.05568,-0.06637,-0.51384,-0.83067,-0.322,-1.78414,0.4717,-0.18344,-1.31342,-2.52503
GUT_0476,-0.7729,-0.99455,-1.43045,-0.14289,0.47134,1.60109,-0.16334,0.8004,1.575,0.91734,-2.4715,0.90962,0.47969,0.41025,0.87708,0.03841,0.23167,-0.18387,-1.97035,0.23272,-1.03361,0.78828,-0.12217,0.40177,-0.72249,-0.67203,-0.25005,-1.50413,-0.2457,0.27442,-0.76847,-2.27842
GUT_0477,-0.36994,-1.04474,-0.65814,0.31936,0.28718,1.77863,0.50501,1.1974,1.38572,0.90431,-1.91247,0.93355,0.37721,0.92634,0.28482,0.35323,0.4938,-0.77574,-1.71312,-0.31676,-1.16291,0.89205,0.16519,-0.10997,-1.23398,-0.36634,-0.04012,-1.32449,0.4229,-0.5052,-0.99433,-2.53288
GUT_0478,-0.27339,-1.2196,-1.12043,0.09114,0.33196,1.24247,0.1363,0.86607,1.61632,0.95105,-2.97569,1.38273,0.1645,0.56312,0.66939,0.44766,0.63239,-0.53085,-1.64476,-0.56678,-0.90482,1.2555,-0.08972,0.1703,-0.60397,-0.30043,0.14125,-1.49477,0.10629,0.10276,-1.05822,-2.37021
GUT_0479,-0.78223,-1.46092,-0.69117,0.23942,0.33351,1.34653,-0.04379,1.30063,1.37448,1.22519,-2.35705,1.21242,0.1693,0.59481,0.07613,0.04425,0.02513,-0.36386,-1.77151,-0.19526,-0.2906,1.13967,-0.20179,0.20767,-0.55185,-0.40447,0.31139,-1.28076,0.63313,-0.30822,-1.65241,-2.00909
GUT_0480,-0.30677,-1.18832,-0.91796,0.4464,0.66498,1.37546,-0.39949,1.36784,1.17808,0.88478,-2.65648,1.2825,0.09131,0.19151,0.4243,0.49471,0.56759,-0.32962,-1.67187,-0.06583,-1.04119,0.72357,-0.4937,0.03825,-0.48224,-0.82831,-0.09449,-1.62312,0.22144,-0.15264,-1.00523,-2.55895
GUT_0481,0.79957,-0.24128,-0.54487,-0.12343,1.87465,-0.24963,0.16381,-1.48993,1.43703,0.97914,1.3148,0.00226,0.83959,0.5039,0.89765,-0.30812,-1.59869,1.16883,-2.39428,-0.27895,-0.52833,-1.23802,0.78129,-0.62134,-0.77507,0.61041,-0.24446,1.10518,0.505,-0.72966,-1.83479,-1.09343
GUT_0482,0.46108,-0.41601,-0.32543,-0.66518,1.93211,-0.04687,0.24333,-1.57863,1.62475,1.02702,1.05103,-0.05532,0.9526,0.54199,0.75434,-0.6294,-1.06838,0.98834,-2.11556,-0.40687,-0.29724,-0.79523,1.02346,-0.107,-0.22818,0.61929,0.19018,1.29209,0.66274,-0.50326,-1.94098,-1.00067
GUT_0483,0.4129,-0.40895,-0.6584,-0.44847,1.64985,0.62699,-0.07619,-1.27992,1.67419,1.1377,0.64536,-0.18578,0.92734,0.4362,0.36799,-0.11436,-1.29644,1.2918,-2.02689,-0.48771,-0.44379,-1.16058,0.91643,-0.27176,-0.61764,-0.02792,-1.04472,1.19295,-0.31461,-0.17621,-2.09753,-1.49542
GUT_0484,0.79917,-0.18438,-0.47247,-0.39725,1.93655,-0.23598,-0.07743,-1.70035,1.46709,1.11781,1.15246,0.19202,0.67287,-0.14781,1.23439,0.24733,-1.62635,0.84068,-2.09273,-0.0156,-0.24682,-1.18122,0.27106,-0.42035,-0.41839,0.47202,-0.60407,1.79148,0.0141,-0.62909,-1.75426,-1.17383
GUT_0485,0.35252,-0.18639,-0.48169,-0.23474,1.66148,0.05695,0.21879,-1.79911,1.93002,0.72942,1.03435,-0.24264,1.3976,0.06031,0.57453,-0.13597,-1.69369,1.22021,-2.26216,-0.23479,0.00992,-1.49948,0.8431,-0.26993,-0.5245,0.43635,0.12029,1.224,0.13494,-0.81912,-1.68249,-1.71759
GUT_0486,0.5336,0.03237,-0.52535,-0.1477,1.76666,0.08975,0.14696,-1.69568,1.67387,0.56425,1.3461,0.25047,0.70053,0.38832,0.82749,-0.03498,-0.97439,0.73664,-2.19967,-0.32538,-0.8214,-0.85981,0.30487,-0.43631,-0.30933,0.52982,-0.21534,1.29714,0.08902,0.2622,-2.31462,-1.47086
GUT_0487,0.23756,-0.26836,-0.59821,-0.16477,2.09005,-0.1445,0.21961,-1.42837,1.985,0.95557,1.44552,-0.23681,0.61666,0.29673,0.73636,-0.25883,-1.18947,1.23245,-1.84598,-0.33937,-0.10338,-1.35723,1.07609,-0.06698,-0.65675,0.97278,-0.37225,1.41279,0.53258,-0.75724,-1.60165,-1.52904
GUT_0488,0.25563,-0.42757,-0.69997,-0.33674,2.0453,-0.00088,0.14486,-1.92055,1.59996,0.8,0.63394,0.65273,0.89762,0.2093,0.46048,0.04199,-1.2842,0.96578,-1.6745,-0.51411,-0.28452,-1.27769,0.63946,-0.20861,-0.50071,0.50314,-0.32434,1.23796,0.03737,-0.58182,-1.77863,-1.42932
GUT_0489,0.3888,-0.07126,-0.33357,-0.2271,2.39817,-0.06935,0.24161,-1.64039,1.63341,0.7111,1.24486,-0.10704,1.00323,0.45242,0.33515,0.11676,-1.35335,1.00869,-1.79469,0.12815,-0.5181,-1.497,0.4317,-0.15536,-0.1833,0.53334,-0.17955,1.34458,0.06268,-0.8146,-1.87791,-1.0636
GUT_0490,0.03049,-0.35832,-0.49317,-0.39879,1.85242,0.01433,-0.08528,-1.36638,1.36245,1.05756,0.90883,0.4156,1.04443,0.41429,0.27497,-0.11806,-1.6597,1.18123,-1.93703,0.12617,-0.48561,-1.51785,0.89227,-0.11069,-0.54246,1.17516,-0.30982,0.80265,0.23181,-0.28945,-1.70089,-1.66858
GUT_0491,0.38952,-0.01379,-0.16062,-0.60961,1.90511,-0.25693,0.49044,-1.58838,1.68265,0.68582,0.7465,-0.20538,1.04916,0.57652,1.04718,0.02318,-1.1042,1.0532,-2.35347,-0.44938,-0.48643,-1.09904,0.33099,0.05752,-0.07458,0.88509,-0.78153,1.60133,0.60322,-0.57905,-1.44002,-1.42777
GUT_0492,0.69919,-0.50663,-0.81353,-0.52978,2.14915,0.21237,-0.01775,-1.60869,2.0237,0.59295,0.79796,-0.2367,1.18342,0.32306,0.25891,-0.17679,-1.63458,0.70556,-2.05005,-0.08515,-0.82986,-1.28225,1.19439,-0.14729,-0.20578,0.59882,-0.85702,1.43535,0.35485,-0.92412,-2.00222,-1.26673
GUT_0493,0.35439,-0.08613,-0.29262,-0.28133,2.00599,0.30157,-0.10911,-1.32636,1.27948,0.88354,0.62765,0.42724,0.5789,0.07456,0.72437,-0.04523,-1.34082,0.53403,-1.80355,-0.0795,-0.14506,-1.19154,0.23571,-0.27055,-0.17787,0.80531,-0.31811,1.43336,0.43775,-0.15669,-2.37268,-1.3245
GUT_0494,0.41494,-0.5402,-0.51868,-0.20308,1.80353,-0.16964,-0.14551,-1.38832,1.95991,0.90222,0.59382,-0.12412,0.96862,0.21145,0.90492,-0.04586,-1.34485,1.01966,-1.92628,-0.2257,0.03294,-0.69099,0.73599,-0.87815,-0.57425,0.58093,-0.26203,1.43201,0.20177,-0.81223,-1.7652,-1.92777
GUT_0495,0.26593,-0.50535,-0.37651,-0.17545,2.03176,-0.24553,0.02549,-1.49733,1.33374,1.25365,1.05756,-0.33982,0.7485,0.01742,0.57172,-0.28782,-1.68227,1.11268,-1.85457,-0.21084,-0.32615,-0.85936,0.30143,-0.44116,-0.53893,0.97235,-0.04834,1.26845,0.60409,-0.62528,-1.90044,-1.20386
GUT_0496,0.9811,0.10623,-0.25515,-0.00822,1.45271,0.025,0.21874,-1.32646,1.52466,1.35461,1.29529,0.02705,1.01832,0.38003,0.75827,-0.58313,-1.4237,1.18133,-1.7815,-0.03974,-0.14187,-0.66754,0.65819,-0.05021,-0.63822,0.44833,-0.66418,1.54865,0.17995,-0.60785,-2.53912,-1.46254
GUT_0497,0.25297,-0.08624,-0.58919,-0.22301,1.66449,0.04636,0.06027,-1.32602,1.2978,0.97282,1.52244,-0.0487,1.1428,0.77064,0.81041,-0.41881,-1.26674,0.79659,-2.20665,-0.05093,-0.16694,-0.95787,0.32838,-0.2831,-0.55639,0.89168,-0.66256,1.26966,0.22403,-0.47853,-2.01437,-1.40044
GUT_0498,0.56705,-0.50616,-0.24382,-0.39389,1.94403,0.33053,-0.15677,-0.99437,1.65354,0.68517,1.00528,0.1825,0.87515,0.85172,0.53989,-0.14683,-1.27022,1.15871,-2.04373,0.00519,0.2183,-1.0365,0.50769,-0.05618,-0.36748,0.17395,-0.04907,1.02905,0.23197,-0.9789,-1.84608,-1.27516
GUT_0499,0.58446,-0.42959,-0.45141,-0.37269,1.81723,-0.17007,0.4712,-1.53058,1.43648,0.8201,1.29807,0.19525,1.18727,0.47953,0.79716,-0.07004,-1.35699,0.82489,-1.83521,-0.36495,-0.205,-1.0659,0.4992,0.047,-0.57766,0.31502,-0.25024,1.31789,0.34797,-0.7124,-1.79569,-1.32259
GUT_0500,0.48254,-0.49027,-0.38645,-0.30818,2.06354,0.20317,0.02864,-1.15271,1.24463,0.87301,0.89069,0.33608,0.86215,0.3828,0.93826,-0.11208,-1.72056,0.974,-1.98865,-0.32123,-0.43685,-1.13177,0.54804,-0.18003,-0.81817,0.50794,-0.0698,0.82512,0.0252,-0.01504,-1.78079,-1.20899
